"SectionIdentifier","TermIdentifier","CourseIdentifier","Subject","CourseNumber","Number","BeginDate","EndDate","OrgUnitIdentifier","Title","Credits","DeliveryMode","Location","Description"
"GEOG1021001_2181",2181,"GEOG1021","GEOG","1021","001",2018-01-08,2018-04-26,"GEOG","WORLD GEOGRAPHY",3,"DL 100%","Online",""
"GEOG2003002_2181",2181,"GEOG2003","GEOG","2003","002",2018-01-08,2018-04-26,"GEOG","CINCINNATI GEOG",3,"DL 100%","Online",""
"GEOG2061001_2181",2181,"GEOG2061","GEOG","2061","001",2018-01-08,2018-04-26,"GEOG","PEOPLE &  ENVIR 1",3,"DL 100%","Online",""
"GEOG2061002_2178",2178,"GEOG2061","GEOG","2061","002",2017-08-21,2017-12-09,"GEOG","PEOPLE &  ENVIR 1",3,"DL 100%","Online",""
"GEOG2061002_2181",2181,"GEOG2061","GEOG","2061","002",2018-01-08,2018-04-26,"GEOG","PEOPLE &  ENVIR 1",3,"DL 100%","Online",""
"GEOG2061003_2178",2178,"GEOG2061","GEOG","2061","003",2017-08-21,2017-12-09,"GEOG","PEOPLE &  ENVIR 1",3,"DL 100%","Online",""
"GEOL1003001_2178",2178,"GEOL1003","GEOL","1003","001",2017-08-21,2017-12-09,"GEOL","PHYSICAL GEOLOGY",3,"In Person","Clermont College",""
"GEOL1003001_2181",2181,"GEOL1003","GEOL","1003","001",2018-01-08,2018-04-26,"GEOL","PHYSICAL GEOLOGY",3,"DL 100%","Online",""
"GEOL1003002_2178",2178,"GEOL1003","GEOL","1003","002",2017-08-21,2017-12-09,"GEOL","PHYSICAL GEOLOGY",3,"DL 100%","Online",""
"GEOL1003002_2181",2181,"GEOL1003","GEOL","1003","002",2018-01-08,2018-04-26,"GEOL","PHYSICAL GEOLOGY",3,"DL 100%","Online",""
"GEOL1003L001_2178",2178,"GEOL1003L","GEOL","1003L","001",2017-08-21,2017-12-09,"GEOL","PHYSICAL GEOLOGY LABORATORY",1,"DL 100%","Online",""
"GEOL1003L001_2181",2181,"GEOL1003L","GEOL","1003L","001",2018-01-08,2018-04-26,"GEOL","PHYSICAL GEOLOGY LABORATORY",1,"DL 100%","Online",""
"GEOL1004001_2178",2178,"GEOL1004","GEOL","1004","001",2017-08-21,2017-12-09,"GEOL","HISTORICAL GEOLOGY",3,"DL 100%","Online",""
"GEOL1004001_2181",2181,"GEOL1004","GEOL","1004","001",2018-01-08,2018-04-26,"GEOL","HISTORICAL GEOLOGY",3,"In Person","Clermont College",""
"GEOL1004002_2181",2181,"GEOL1004","GEOL","1004","002",2018-01-08,2018-04-26,"GEOL","HISTORICAL GEOLOGY",3,"DL 100%","Online",""
"GEOL1005001_2178",2178,"GEOL1005","GEOL","1005","001",2017-08-21,2017-12-09,"GEOL","ENV GEOL",3,"DL 100%","Online",""
"GEOL1005001_2181",2181,"GEOL1005","GEOL","1005","001",2018-01-08,2018-04-26,"GEOL","ENV GEOL",3,"DL 100%","Online",""
"GEOL1006C001_2178",2178,"GEOL1006C","GEOL","1006C","001",2017-08-21,2017-12-09,"GEOL","GEOLOGY OF CINCI",3,"DL 100%","Online",""
"GEOL2000C001_2181",2181,"GEOL2000C","GEOL","2000C","001",2018-01-08,2018-04-26,"GEOL","GEOL ENERGY RES",3,"DL 100%","Online",""
"GEOL2099001_2178",2178,"GEOL2099","GEOL","2099","001",2017-08-21,2017-12-09,"GEOL","IND STUDY IN GEOL",1,"In Person","Clermont College",""
"GEOL2099001_2181",2181,"GEOL2099","GEOL","2099","001",2018-01-08,2018-04-26,"GEOL","IND STUDY IN GEOL",1,"In Person","Clermont College",""
"GRMN1001001_2178",2178,"GRMN1001","GRMN","1001","001",2017-08-21,2017-12-09,"GRMN","BASIC GERMAN 1",5,"Partially DL 26-74%","Clermont College",""
"GRMN1001002_2178",2178,"GRMN1001","GRMN","1001","002",2017-08-21,2017-12-09,"GRMN","BASIC GERMAN 1",5,"DL 100%","Online",""
"GRMN1002001_2181",2181,"GRMN1002","GRMN","1002","001",2018-01-08,2018-04-26,"GRMN","BASIC GERMAN 2",5,"Partially DL 26-74%","Clermont College",""
"GRMN1002002_2181",2181,"GRMN1002","GRMN","1002","002",2018-01-08,2018-04-26,"GRMN","BASIC GERMAN 2",5,"DL 100%","Online",""
"HCMT1001001_2178",2178,"HCMT1001","HCMT","1001","001",2017-08-21,2017-12-09,"HCMT","MED TERM HLTH PROF",3,"In Person","Clermont College",""
"HCMT1001001_2181",2181,"HCMT1001","HCMT","1001","001",2018-01-08,2018-04-26,"HCMT","MED TERM HLTH PROF",3,"In Person","Clermont College",""
"HCMT1001002_2178",2178,"HCMT1001","HCMT","1001","002",2017-08-21,2017-12-09,"HCMT","MED TERM HLTH PROF",3,"DL 100%","Online",""
"HCMT1001002_2181",2181,"HCMT1001","HCMT","1001","002",2018-01-08,2018-04-26,"HCMT","MED TERM HLTH PROF",3,"DL 100%","Online",""
"HCMT1005C001_2178",2178,"HCMT1005C","HCMT","1005C","001",2017-08-21,2017-12-09,"HCMT","INTRO TO HIT",3,"DL 100%","Online",""
"HCMT1005C001_2181",2181,"HCMT1005C","HCMT","1005C","001",2018-01-08,2018-04-26,"HCMT","INTRO TO HIT",3,"DL 100%","Online",""
"HCMT1010C001_2178",2178,"HCMT1010C","HCMT","1010C","001",2017-08-21,2017-12-09,"HCMT","CPT CODING",3,"DL 100%","Online",""
"HCMT1010C001_2181",2181,"HCMT1010C","HCMT","1010C","001",2018-01-08,2018-04-26,"HCMT","CPT CODING",3,"DL 100%","Online",""
"HCMT1015001_2178",2178,"HCMT1015","HCMT","1015","001",2017-08-21,2017-12-09,"HCMT","ICD MEDICAL CODING",3,"DL 100%","Online",""
"HCMT1015001_2181",2181,"HCMT1015","HCMT","1015","001",2018-01-08,2018-04-26,"HCMT","ICD MEDICAL CODING",3,"DL 100%","Online",""
"HCMT1016001_2181",2181,"HCMT1016","HCMT","1016","001",2018-01-08,2018-04-26,"HCMT","ICD PCS",3,"DL 100%","Online",""
"HCMT1020C001_2178",2178,"HCMT1020C","HCMT","1020C","001",2017-08-21,2017-12-09,"HCMT","HEALTH RECORD",3,"DL 100%","Online",""
"HCMT2000001_2178",2178,"HCMT2000","HCMT","2000","001",2017-08-21,2017-12-09,"HCMT","FOUNDATIONS OF PHARMACOLOGY",2,"DL 100%","Online",""
"HCMT2000001_2181",2181,"HCMT2000","HCMT","2000","001",2018-01-08,2018-04-26,"HCMT","FOUNDATIONS OF PHARMACOLOGY",2,"DL 100%","Online",""
"HCMT2001001_2178",2178,"HCMT2001","HCMT","2001","001",2017-08-21,2017-12-09,"HCMT","HEALTH INS BILLING/REIMB",3,"DL 100%","Online",""
"HCMT2001002_2181",2181,"HCMT2001","HCMT","2001","002",2018-01-08,2018-04-26,"HCMT","HEALTH INS BILLING/REIMB",3,"DL 100%","Online",""
"HCMT2005001_2178",2178,"HCMT2005","HCMT","2005","001",2017-08-21,2017-12-09,"HCMT","HC DATA ANALYSIS",3,"DL 100%","Online",""
"HCMT2005002_2181",2181,"HCMT2005","HCMT","2005","002",2018-01-08,2018-04-26,"HCMT","HC DATA ANALYSIS",3,"DL 100%","Online",""
"HCMT2012001_2178",2178,"HCMT2012","HCMT","2012","001",2017-08-21,2017-12-09,"HCMT","MED ETHICS LEGAL IS",3,"DL 100%","Online",""
"HCMT2012002_2181",2181,"HCMT2012","HCMT","2012","002",2018-01-08,2018-04-26,"HCMT","MED ETHICS LEGAL IS",3,"DL 100%","Online",""
"HCMT2014001_2178",2178,"HCMT2014","HCMT","2014","001",2017-08-21,2017-12-09,"HCMT","PHYSICIAN PRAC MGM",3,"DL 100%","Online",""
"HCMT2015C001_2181",2181,"HCMT2015C","HCMT","2015C","001",2018-01-08,2018-04-26,"HCMT","HEALTHCARE APPS",3,"DL 100%","Online",""
"HCMT2015C002_2178",2178,"HCMT2015C","HCMT","2015C","002",2017-08-21,2017-12-09,"HCMT","HEALTHCARE APPS",3,"DL 100%","Online",""
"HCMT2020001_2178",2178,"HCMT2020","HCMT","2020","001",2017-08-21,2017-12-09,"HCMT","HIT ADMIN",3,"DL 100%","Online",""
"HCMT2020001_2181",2181,"HCMT2020","HCMT","2020","001",2018-01-08,2018-04-26,"HCMT","HIT ADMIN",3,"DL 100%","Online",""
"HCMT2022001_2178",2178,"HCMT2022","HCMT","2022","001",2017-08-21,2017-12-09,"HCMT","HC QUALITY, STATS, RESEARCH",3,"DL 100%","Online",""
"HCMT2022001_2181",2181,"HCMT2022","HCMT","2022","001",2018-01-08,2018-04-26,"HCMT","HC QUALITY, STATS, RESEARCH",3,"DL 100%","Online",""
"HCMT2025C001_2178",2178,"HCMT2025C","HCMT","2025C","001",2017-08-21,2017-12-09,"HCMT","ADV CODING",3,"DL 100%","Online",""
"HCMT2025C002_2181",2181,"HCMT2025C","HCMT","2025C","002",2018-01-08,2018-04-26,"HCMT","ADV CODING",3,"DL 100%","Online",""
"HCMT2030C001_2178",2178,"HCMT2030C","HCMT","2030C","001",2017-08-21,2017-12-09,"HCMT","HIT PRACTICUM",3,"DL 100%","Online",""
"HCMT2030C001_2181",2181,"HCMT2030C","HCMT","2030C","001",2018-01-08,2018-04-26,"HCMT","HIT PRACTICUM",3,"DL 100%","Online",""
"HCMT2040001_2181",2181,"HCMT2040","HCMT","2040","001",2018-01-08,2018-04-26,"HCMT","HEALTHCARE FINANCE",3,"DL 100%","Online",""
"HCMT2045001_2178",2178,"HCMT2045","HCMT","2045","001",2017-08-21,2017-12-09,"HCMT","HC COMPLIANCE",3,"DL 100%","Online",""
"HCMT2051001_2178",2178,"HCMT2051","HCMT","2051","001",2017-08-21,2017-12-09,"HCMT","PRIN OF INFO SEC",3,"DL 100%","Online",""
"HCMT2052001_2181",2181,"HCMT2052","HCMT","2052","001",2018-01-08,2018-04-26,"HCMT","HC INFO SECURITY",3,"DL 100%","Online",""
"HIST1001001_2178",2178,"HIST1001","HIST","1001","001",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001001_2181",2181,"HIST1001","HIST","1001","001",2018-01-08,2018-04-26,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001002_2178",2178,"HIST1001","HIST","1001","002",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001002_2181",2181,"HIST1001","HIST","1001","002",2018-01-08,2018-04-26,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001003_2178",2178,"HIST1001","HIST","1001","003",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001003_2181",2181,"HIST1001","HIST","1001","003",2018-01-08,2018-04-26,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001004_2178",2178,"HIST1001","HIST","1001","004",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001004_2181",2181,"HIST1001","HIST","1001","004",2018-01-08,2018-04-26,"HIST","U.S. HIST I",3,"DL 100%","Online",""
"HIST1001005_2178",2178,"HIST1001","HIST","1001","005",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"In Person","Clermont College",""
"HIST1001005_2181",2181,"HIST1001","HIST","1001","005",2018-01-08,2018-04-26,"HIST","U.S. HIST I",3,"DL 100%","Online",""
"HIST1001007_2178",2178,"HIST1001","HIST","1001","007",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"DL 100%","Online",""
"HIST1001008_2178",2178,"HIST1001","HIST","1001","008",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"DL 100%","Online",""
"HIST1001009_2178",2178,"HIST1001","HIST","1001","009",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"DL 100%","Online",""
"HIST1001010_2178",2178,"HIST1001","HIST","1001","010",2017-08-21,2017-12-09,"HIST","U.S. HIST I",3,"DL 100%","Online",""
"HIST1002001_2178",2178,"HIST1002","HIST","1002","001",2017-08-21,2017-12-09,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002001_2181",2181,"HIST1002","HIST","1002","001",2018-01-08,2018-04-26,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002002_2178",2178,"HIST1002","HIST","1002","002",2017-08-21,2017-12-09,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002003_2178",2178,"HIST1002","HIST","1002","003",2017-08-21,2017-12-09,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002003_2181",2181,"HIST1002","HIST","1002","003",2018-01-08,2018-04-26,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002004_2178",2178,"HIST1002","HIST","1002","004",2017-08-21,2017-12-09,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002004_2181",2181,"HIST1002","HIST","1002","004",2018-01-08,2018-04-26,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002005_2178",2178,"HIST1002","HIST","1002","005",2017-08-21,2017-12-09,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002005_2181",2181,"HIST1002","HIST","1002","005",2018-01-08,2018-04-26,"HIST","US HIST II",3,"In Person","Clermont College",""
"HIST1002006_2181",2181,"HIST1002","HIST","1002","006",2018-01-08,2018-04-26,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002007_2181",2181,"HIST1002","HIST","1002","007",2018-01-08,2018-04-26,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002008_2181",2181,"HIST1002","HIST","1002","008",2018-01-08,2018-04-26,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002009_2181",2181,"HIST1002","HIST","1002","009",2018-01-08,2018-04-26,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002010_2181",2181,"HIST1002","HIST","1002","010",2018-01-08,2018-04-26,"HIST","US HIST II",3,"DL 100%","Online",""
"HIST1002011_2181",2181,"HIST1002","HIST","1002","011",2018-01-08,2018-04-26,"HIST","US HIST II",3,"In Person","Off Campus",""
"HIST1003001_2178",2178,"HIST1003","HIST","1003","001",2017-08-21,2017-12-09,"HIST","WLD HIST I",3,"In Person","Clermont College",""
"HIST1003002_2178",2178,"HIST1003","HIST","1003","002",2017-08-21,2017-12-09,"HIST","WLD HIST I",3,"DL 100%","Online",""
"HIST1004001_2181",2181,"HIST1004","HIST","1004","001",2018-01-08,2018-04-26,"HIST","WLDHISTII",3,"In Person","Clermont College",""
"HIST1004002_2181",2181,"HIST1004","HIST","1004","002",2018-01-08,2018-04-26,"HIST","WLDHISTII",3,"DL 100%","Online",""
"HIST1005001_2178",2178,"HIST1005","HIST","1005","001",2017-08-21,2017-12-09,"HIST","EURO HIST I",3,"In Person","Clermont College",""
"HIST1005002_2178",2178,"HIST1005","HIST","1005","002",2017-08-21,2017-12-09,"HIST","EURO HIST I",3,"DL 100%","Online",""
"HIST1006002_2181",2181,"HIST1006","HIST","1006","002",2018-01-08,2018-04-26,"HIST","EURO HIST II",3,"DL 100%","Online",""
"HIST2060001_2178",2178,"HIST2060","HIST","2060","001",2017-08-21,2017-12-09,"HIST","AFRICANHISTORYANTIQ",3,"DL 100%","Online",""
"HIST2061001_2181",2181,"HIST2061","HIST","2061","001",2018-01-08,2018-04-26,"HIST","AFRICANHISTPRESENT",3,"DL 100%","Online",""
"HIST2075001_2178",2178,"HIST2075","HIST","2075","001",2017-08-21,2017-12-09,"HIST","TERRORISM: H&P I",3,"In Person","Clermont College",""
"HIST2076001_2181",2181,"HIST2076","HIST","2076","001",2018-01-08,2018-04-26,"HIST","TERRORISM: H&P II",3,"In Person","Clermont College",""
"HIST3081001_2178",2178,"HIST3081","HIST","3081","001",2017-08-21,2017-12-09,"HIST","HOLOCAUST",3,"In Person","Clermont College",""
"HIST3099001_2178",2178,"HIST3099","HIST","3099","001",2017-08-21,2017-12-09,"HIST","MOD AM PRES",3,"DL 100%","Online",""
"HIST3121001_2181",2181,"HIST3121","HIST","3121","001",2018-01-08,2018-04-26,"HIST","BEER IN WORLD HISTORY",3,"In Person","Clermont College",""
"HSST1020001_2178",2178,"HSST1020","HSST","1020","001",2017-08-21,2017-12-09,"HSST","SUCCESSINHSSTANDSW",1,"In Person","Clermont College",""
"HSST1041001_2178",2178,"HSST1041","HSST","1041","001",2017-08-21,2017-12-09,"HSST","MOTIVATIONAL INTERV",3,"In Person","Clermont College",""
"HSST1041001_2181",2181,"HSST1041","HSST","1041","001",2018-01-08,2018-04-26,"HSST","MOTIVATIONAL INTERV",3,"In Person","Clermont College",""
"HSST1041002_2181",2181,"HSST1041","HSST","1041","002",2018-01-08,2018-04-26,"HSST","MOTIVATIONAL INTERV",3,"In Person","Clermont College",""
"HSST1072001_2181",2181,"HSST1072","HSST","1072","001",2018-01-08,2018-04-26,"HSST","GROUP/ACTIV SKILLS",3,"Partially DL 26-74%","Clermont College",""
"HSST2004001_2178",2178,"HSST2004","HSST","2004","001",2017-08-21,2017-12-09,"HSST","HSST SEMINAR I",3,"In Person","Clermont College",""
"HSST2005001_2181",2181,"HSST2005","HSST","2005","001",2018-01-08,2018-04-26,"HSST","HSST SEM II",3,"In Person","Clermont College",""
"HSST2014001_2178",2178,"HSST2014","HSST","2014","001",2017-08-21,2017-12-09,"HSST","HSST PRACT I",3,"In Person","Clermont College",""
"HSST2015001_2181",2181,"HSST2015","HSST","2015","001",2018-01-08,2018-04-26,"HSST","HSST PRACT II",3,"DL 100%","Online",""
"HSST2071001_2178",2178,"HSST2071","HSST","2071","001",2017-08-21,2017-12-09,"HSST","CRISIS INTERV",3,"In Person","Clermont College",""
"HSST2071001_2181",2181,"HSST2071","HSST","2071","001",2018-01-08,2018-04-26,"HSST","CRISIS INTERV",3,"DL 100%","Online",""
"HSST2072001_2178",2178,"HSST2072","HSST","2072","001",2017-08-21,2017-12-09,"HSST","HEALTH & AGING",3,"DL 100%","Online",""
"INTR1010001_2178",2178,"INTR1010","INTR","1010","001",2017-08-21,2017-12-09,"INTR","INTRO. LIB. ARTS",3,"In Person","Clermont College",""
"INTR1010001_2181",2181,"INTR1010","INTR","1010","001",2018-01-08,2018-04-26,"INTR","INTRO. LIB. ARTS",3,"In Person","Clermont College",""
"INTR1010002_2178",2178,"INTR1010","INTR","1010","002",2017-08-21,2017-12-09,"INTR","INTRO. LIB. ARTS",3,"In Person","Clermont College",""
"INTR1020001_2178",2178,"INTR1020","INTR","1020","001",2017-08-21,2017-12-09,"INTR","INTRO TO SCI PROF",1,"In Person","Clermont College",""
"INTR1020001_2181",2181,"INTR1020","INTR","1020","001",2018-01-08,2018-04-26,"INTR","INTRO TO SCI PROF",1,"In Person","Clermont College",""
"INTR2090001_2178",2178,"INTR2090","INTR","2090","001",2017-08-21,2017-12-09,"INTR","LART SOPH SEMINAR",3,"In Person","Clermont College",""
"INTR2090001_2181",2181,"INTR2090","INTR","2090","001",2018-01-08,2018-04-26,"INTR","LART SOPH SEMINAR",3,"In Person","Clermont College",""
"IS2080C001_2178",2178,"IS2080C","IS","2080C","001",2017-08-21,2017-12-09,"IS","DIGITAL TECH IN BUS",3,"Partially DL 26-74%","Clermont College",""
"IS2080C001_2181",2181,"IS2080C","IS","2080C","001",2018-01-08,2018-04-26,"IS","DIGITAL TECH IN BUS",3,"In Person","Clermont College",""
"IS2080C002_2178",2178,"IS2080C","IS","2080C","002",2017-08-21,2017-12-09,"IS","DIGITAL TECH IN BUS",3,"In Person","Clermont College",""
"IS2080C002_2181",2181,"IS2080C","IS","2080C","002",2018-01-08,2018-04-26,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IS2080C003_2178",2178,"IS2080C","IS","2080C","003",2017-08-21,2017-12-09,"IS","DIGITAL TECH IN BUS",3,"Partially DL 26-74%","Clermont College",""
"IS2080C003_2181",2181,"IS2080C","IS","2080C","003",2018-01-08,2018-04-26,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IS2080C004_2178",2178,"IS2080C","IS","2080C","004",2017-08-21,2017-12-09,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IS2080C004_2181",2181,"IS2080C","IS","2080C","004",2018-01-08,2018-04-26,"IS","DIGITAL TECH IN BUS",3,"In Person","Clermont College",""
"IS2080C005_2178",2178,"IS2080C","IS","2080C","005",2017-08-21,2017-12-09,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IS2080C005_2181",2181,"IS2080C","IS","2080C","005",2018-01-08,2018-04-26,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IS2080C006_2178",2178,"IS2080C","IS","2080C","006",2017-08-21,2017-12-09,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IS2080C006_2181",2181,"IS2080C","IS","2080C","006",2018-01-08,2018-04-26,"IS","DIGITAL TECH IN BUS",3,"DL 100%","Online",""
"IT1001C001_2178",2178,"IT1001C","IT","1001C","001",2017-08-21,2017-12-09,"IT","COMPUTER APPS",3,"In Person","Clermont College",""
"IT1001C001_2181",2181,"IT1001C","IT","1001C","001",2018-01-08,2018-04-26,"IT","COMPUTER APPS",3,"In Person","Clermont College",""
"IT1001C002_2178",2178,"IT1001C","IT","1001C","002",2017-08-21,2017-12-09,"IT","COMPUTER APPS",3,"In Person","Clermont College",""
"IT1001C002_2181",2181,"IT1001C","IT","1001C","002",2018-01-08,2018-04-26,"IT","COMPUTER APPS",3,"In Person","Clermont College",""
"IT1001C003_2181",2181,"IT1001C","IT","1001C","003",2018-01-08,2018-04-26,"IT","COMPUTER APPS",3,"In Person","Clermont College",""
"IT1001C004_2178",2178,"IT1001C","IT","1001C","004",2017-08-21,2017-12-09,"IT","COMPUTER APPS",3,"DL 100%","Online",""
"IT1001C004_2181",2181,"IT1001C","IT","1001C","004",2018-01-08,2018-04-26,"IT","COMPUTER APPS",3,"DL 100%","Online",""
"IT1001C005_2178",2178,"IT1001C","IT","1001C","005",2017-08-21,2017-12-09,"IT","COMPUTER APPS",3,"DL 100%","Online",""
"IT1001C006_2178",2178,"IT1001C","IT","1001C","006",2017-08-21,2017-12-09,"IT","COMPUTER APPS",3,"In Person","Off Campus",""
"IT1050001_2178",2178,"IT1050","IT","1050","001",2017-08-21,2017-12-09,"IT","FUNDAMENTALS OF INFO TECH",3,"Partially DL 26-74%","Clermont College",""
"IT1050001_2181",2181,"IT1050","IT","1050","001",2018-01-08,2018-04-26,"IT","FUNDAMENTALS OF INFO TECH",3,"DL 100%","Online",""
"IT1050002_2178",2178,"IT1050","IT","1050","002",2017-08-21,2017-12-09,"IT","FUNDAMENTALS OF INFO TECH",3,"In Person","Clermont College",""
"IT1050002_2181",2181,"IT1050","IT","1050","002",2018-01-08,2018-04-26,"IT","FUNDAMENTALS OF INFO TECH",3,"In Person","Off Campus",""
"IT1050003_2181",2181,"IT1050","IT","1050","003",2018-01-08,2018-04-26,"IT","FUNDAMENTALS OF INFO TECH",3,"In Person","Off Campus",""
"IT1080C001_2178",2178,"IT1080C","IT","1080C","001",2017-08-21,2017-12-09,"IT","COMPUTER NETWORKING",3,"Partially DL 26-74%","Clermont College",""
"IT1080C001_2181",2181,"IT1080C","IT","1080C","001",2018-01-08,2018-04-26,"IT","COMPUTER NETWORKING",3,"In Person","Clermont College",""
"IT1081C001_2178",2178,"IT1081C","IT","1081C","001",2017-08-21,2017-12-09,"IT","SYSTEM ADMINISTRATION",3,"In Person","Clermont College",""
"IT1081C001_2181",2181,"IT1081C","IT","1081C","001",2018-01-08,2018-04-26,"IT","SYSTEM ADMINISTRATION",3,"Partially DL 26-74%","Clermont College",""
"IT1090C001_2178",2178,"IT1090C","IT","1090C","001",2017-08-21,2017-12-09,"IT","COMPUTER PROGRAMMING I",3,"In Person","Clermont College",""
"IT1090C001_2181",2181,"IT1090C","IT","1090C","001",2018-01-08,2018-04-26,"IT","COMPUTER PROGRAMMING I",3,"In Person","Clermont College",""
"IT1090C002_2178",2178,"IT1090C","IT","1090C","002",2017-08-21,2017-12-09,"IT","COMPUTER PROGRAMMING I",3,"In Person","Clermont College",""
"IT2020001_2178",2178,"IT2020","IT","2020","001",2017-08-21,2017-12-09,"IT","IMPLICATIONS OF IT",3,"DL 100%","Online",""
"IT2020001_2181",2181,"IT2020","IT","2020","001",2018-01-08,2018-04-26,"IT","IMPLICATIONS OF IT",3,"DL 100%","Online",""
"IT2030C001_2178",2178,"IT2030C","IT","2030C","001",2017-08-21,2017-12-09,"IT","INFO SECURITY & ASSURANCE",3,"Partially DL 26-74%","Clermont College",""
"IT2030C001_2181",2181,"IT2030C","IT","2030C","001",2018-01-08,2018-04-26,"IT","INFO SECURITY & ASSURANCE",3,"DL 100%","Online",""
"IT2040C001_2181",2181,"IT2040C","IT","2040C","001",2018-01-08,2018-04-26,"IT","FUNDAMENTALS OF WEB DEVELOPMT",3,"Partially DL 26-74%","Clermont College",""
"IT2045C001_2181",2181,"IT2045C","IT","2045C","001",2018-01-08,2018-04-26,"IT","COMPUTER PROGRAMMING II",3,"In Person","Clermont College",""
"IT2045C002_2181",2181,"IT2045C","IT","2045C","002",2018-01-08,2018-04-26,"IT","COMPUTER PROGRAMMING II",3,"In Person","Clermont College",""
"IT2060C001_2181",2181,"IT2060C","IT","2060C","001",2018-01-08,2018-04-26,"IT","DATABASE MANAGEMENT I",3,"In Person","Clermont College",""
"IT2090C001_2178",2178,"IT2090C","IT","2090C","001",2017-08-21,2017-12-09,"IT","OPEN SRC WEB DEV",3,"In Person","Clermont College",""
"IT2095C001_2181",2181,"IT2095C","IT","2095C","001",2018-01-08,2018-04-26,"IT","IT SOPH PROJECT",3,"In Person","Clermont College",""
"IT3020001_2178",2178,"IT3020","IT","3020","001",2017-08-21,2017-12-09,"IT","SYSTEM ANALYSIS &  DESIGN",3,"DL 100%","Online",""
"IT3020001_2181",2181,"IT3020","IT","3020","001",2018-01-08,2018-04-26,"IT","SYSTEM ANALYSIS &  DESIGN",3,"DL 100%","Online",""
"IT3045C001_2178",2178,"IT3045C","IT","3045C","001",2017-08-21,2017-12-09,"IT","CONTEMPORARY PROGRAMMING",3,"In Person","Clermont College",""
"IT3046C001_2178",2178,"IT3046C","IT","3046C","001",2017-08-21,2017-12-09,"IT","CLIENT-SIDE WEB PROGRAMMING",3,"In Person","Clermont College",""
"IT3047C001_2181",2181,"IT3047C","IT","3047C","001",2018-01-08,2018-04-26,"IT","WEB SERVER APPLICATION DEV",3,"In Person","Clermont College",""
"IT3060C001_2178",2178,"IT3060C","IT","3060C","001",2017-08-21,2017-12-09,"IT","DATABASE MANAGEMENT II",3,"In Person","Clermont College",""
"LSLS2005001_2181",2181,"LSLS2005","LSLS","2005","001",2018-01-08,2018-04-26,"LSLS","PHONICS ECE",3,"In Person","Clermont College",""
"MATH0029001_2178",2178,"MATH0029","MATH","0029","001",2017-08-21,2017-12-09,"MATH","MATH LITERACY",3,"In Person","Clermont College",""
"MATH0030001_2178",2178,"MATH0030","MATH","0030","001",2017-08-21,2017-12-09,"MATH","FUND. OF ALG.",3,"In Person","Clermont College",""
"MATH0030001_2181",2181,"MATH0030","MATH","0030","001",2018-01-08,2018-04-26,"MATH","FUND. OF ALG.",3,"In Person","Clermont College",""
"MATH0030002_2178",2178,"MATH0030","MATH","0030","002",2017-08-21,2017-12-09,"MATH","FUND. OF ALG.",3,"In Person","Clermont College",""
"MATH0030002_2181",2181,"MATH0030","MATH","0030","002",2018-01-08,2018-04-26,"MATH","FUND. OF ALG.",3,"In Person","Clermont College",""
"MATH0030003_2178",2178,"MATH0030","MATH","0030","003",2017-08-21,2017-12-09,"MATH","FUND. OF ALG.",3,"In Person","Clermont College",""
"MATH0030003_2181",2181,"MATH0030","MATH","0030","003",2018-01-08,2018-04-26,"MATH","FUND. OF ALG.",3,"In Person","Clermont College",""
